expiry,option_type,strike,bid,ask,last,mid,volume,open_interest,spot,snapshot_utc,T,moneyness,iv
2026-07-02,put,721.0,2.64,2.66,2.68,2.6500000000000004,31.0,191.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.951526293778124,0.1763313125584781
2026-07-02,put,722.0,2.73,2.75,2.84,2.74,5.0,388.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9528460251148482,0.17502907175861895
2026-07-02,put,723.0,2.83,2.86,2.87,2.845,13.0,66.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9541657564515724,0.17396465574019504
2026-07-02,put,724.0,2.93,2.95,3.04,2.9400000000000004,33.0,161.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9554854877882966,0.1726143901744386
2026-07-02,put,725.0,3.03,3.06,3.12,3.045,162.0,1324.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9568052191250207,0.17138885106798288
2026-07-02,put,726.0,3.15,3.17,3.59,3.16,21.0,189.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9581249504617448,0.17027679325095413
2026-07-02,put,727.0,3.26,3.29,3.47,3.275,12.0,187.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.959444681798469,0.16907869069946396
2026-07-02,put,728.0,3.37,3.4,3.82,3.385,19.0,183.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9607644131351932,0.167704314676543
2026-07-02,put,729.0,3.5,3.53,3.7,3.515,7.0,318.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9620841444719174,0.16661389146400918
2026-07-02,put,730.0,3.63,3.66,3.66,3.645,771.0,623.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9634038758086415,0.1654319412462913
2026-07-02,put,731.0,3.77,3.8,3.77,3.785,14.0,69.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9647236071453656,0.16433407473644238
2026-07-02,put,732.0,3.91,3.93,4.1,3.92,14.0,268.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9660433384820899,0.16305688054789536
2026-07-02,put,733.0,4.06,4.08,4.24,4.07,30.0,146.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.967363069818814,0.1619404075477087
2026-07-02,put,734.0,4.2,4.23,4.28,4.215,17.0,487.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9686828011555382,0.16064526268542992
2026-07-02,put,735.0,4.34,4.37,4.38,4.355,469.0,424.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9700025324922623,0.15917797879400894
2026-07-02,put,736.0,4.54,4.57,5.21,4.555,23.0,136.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9713222638289866,0.1585650752727494
2026-07-02,put,737.0,4.68,4.71,4.77,4.695,9.0,387.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9726419951657107,0.15690667211586734
2026-07-02,put,738.0,4.89,4.91,5.3,4.9,15.0,308.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9739617265024348,0.15614613195098015
2026-07-02,put,739.0,5.07,5.1,5.2,5.085,10.0,86.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.975281457839159,0.15496921651217246
2026-07-02,put,740.0,5.28,5.31,5.39,5.295,235.0,1193.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9766011891758832,0.15405028418051683
2026-07-02,put,741.0,5.47,5.5,5.74,5.484999999999999,11.0,75.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9779209205126074,0.152727235301386
2026-07-02,put,742.0,5.69,5.72,5.85,5.705,27.0,250.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9792406518493315,0.15172103516219324
2026-07-02,put,743.0,5.92,5.95,6.16,5.9350000000000005,45.0,149.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9805603831860557,0.15073488393859746
2026-07-02,put,744.0,6.17,6.2,6.47,6.1850000000000005,15.0,296.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9818801145227799,0.1499004905746019
2026-07-02,put,745.0,6.39,6.42,6.53,6.404999999999999,94.0,663.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.983199845859504,0.14853427556891124
2026-07-02,put,746.0,6.63,6.66,6.92,6.645,18.0,257.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9845195771962282,0.14731833141281248
2026-07-02,put,747.0,6.89,6.92,7.64,6.904999999999999,58.0,190.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9858393085329523,0.14624226008818286
2026-07-02,put,748.0,7.17,7.2,7.61,7.1850000000000005,29.0,153.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9871590398696766,0.14529645909787992
2026-07-02,put,749.0,7.46,7.49,7.6,7.475,102.0,252.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9884787712064007,0.14434432901699265
2026-07-02,put,750.0,7.75,7.78,7.94,7.765000000000001,2242.0,1086.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9897985025431248,0.14325576681283173
2026-07-02,put,751.0,8.05,8.09,8.2,8.07,683.0,69.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.991118233879849,0.142218782520707
2026-07-02,put,752.0,8.37,8.4,8.55,8.385,617.0,249.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9924379652165732,0.14116578113894976
2026-07-02,put,753.0,8.73,8.76,9.08,8.745000000000001,186.0,330.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9937576965532974,0.14052347744303875
2026-07-02,put,754.0,9.07,9.1,9.27,9.085,427.0,253.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9950774278900215,0.13948541795042316
2026-07-02,put,755.0,9.43,9.45,9.44,9.44,374.0,2006.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9963971592267457,0.1384807570995975
2026-07-02,put,756.0,9.8,9.83,9.8,9.815,356.0,460.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.9977168905634699,0.13756535087592442
2026-07-02,put,757.0,10.2,10.24,10.24,10.22,197.0,559.0,757.72998046875,2026-06-04T18:31:23+00:00,0.07688092973110096,0.999036621900194,0.13685438942248127
2026-07-31,call,758.0,18.36,18.39,18.27,18.375,43.0,1108.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0003563532369182,0.13969519459091767
2026-07-31,call,759.0,17.77,17.81,17.54,17.79,20.0,1466.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0016760845736423,0.1390910245963563
2026-07-31,call,760.0,17.17,17.2,17.21,17.185000000000002,596.0,3221.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0029958159103665,0.13824165911878064
2026-07-31,call,761.0,16.67,16.69,16.6,16.68,112.0,645.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0043155472470906,0.13815359231616078
2026-07-31,call,762.0,16.04,16.07,15.58,16.055,4.0,211.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.005635278583815,0.1369798210539685
2026-07-31,call,763.0,15.44,15.47,12.95,15.455,4.0,214.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.006955009920539,0.13593593274887905
2026-07-31,call,764.0,14.89,14.92,14.85,14.905,8.0,531.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0082747412572632,0.13522995494749293
2026-07-31,call,765.0,14.36,14.39,14.16,14.375,57.0,1370.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0095944725939874,0.1346095244393262
2026-07-31,call,766.0,13.82,13.85,11.69,13.835,5.0,338.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0109142039307115,0.1338216985535521
2026-07-31,call,767.0,13.31,13.34,11.46,13.325,4.0,776.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0122339352674357,0.13320182197013503
2026-07-31,call,768.0,12.8,12.83,12.15,12.815,25.0,335.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0135536666041598,0.13249653732423283
2026-07-31,call,769.0,12.32,12.35,11.66,12.335,6.0,204.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.014873397940884,0.13195899706147704
2026-07-31,call,770.0,11.83,11.86,11.7,11.845,562.0,1715.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0161931292776083,0.13124927257864816
2026-07-31,call,771.0,11.36,11.39,10.73,11.375,50.0,1693.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0175128606143324,0.13062156251518825
2026-07-31,call,772.0,10.89,10.92,12.37,10.905,46.0,252.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0188325919510566,0.1299039272189973
2026-07-31,call,773.0,10.44,10.47,10.06,10.455,2.0,146.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0201523232877807,0.12926782728937905
2026-07-31,call,774.0,10.01,10.03,8.26,10.02,1.0,480.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0214720546245049,0.12867065262601557
2026-07-31,call,775.0,9.59,9.62,9.34,9.605,24.0,3483.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.022791785961229,0.12815710784465184
2026-07-31,call,776.0,9.19,9.22,8.63,9.205,36.0,673.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0241115172979531,0.1276846245062812
2026-07-31,call,777.0,8.77,8.8,8.51,8.785,150.0,248.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0254312486346773,0.12693924072332308
2026-07-31,call,778.0,8.42,8.44,7.52,8.43,2.0,246.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0267509799714016,0.12668583321780547
2026-07-31,call,779.0,8.02,8.05,7.84,8.035,4.0,641.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0280707113081258,0.12597441872764847
2026-07-31,call,780.0,7.66,7.69,6.8,7.675000000000001,45.0,2790.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.02939044264485,0.12548771124532973
2026-07-31,call,781.0,7.3,7.33,7.21,7.314999999999999,16.0,209.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.030710173981574,0.12490388789466915
2026-07-31,call,782.0,6.97,7.0,6.87,6.984999999999999,12.0,414.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0320299053182982,0.12450669544047799
2026-07-31,call,783.0,6.67,6.69,5.02,6.68,10.0,511.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0333496366550223,0.1242561411161161
2026-07-31,call,784.0,6.33,6.35,6.16,6.34,117.0,1155.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0346693679917465,0.12356721892718546
2026-07-31,call,785.0,6.02,6.05,5.8,6.035,103.0,1769.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0359890993284706,0.12312211721338014
2026-07-31,call,786.0,5.73,5.76,5.33,5.745,13.0,407.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0373088306651947,0.12272971523296393
2026-07-31,call,787.0,5.44,5.47,5.24,5.455,6.0,87.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.038628562001919,0.12223760888241136
2026-07-31,call,788.0,5.18,5.21,5.12,5.195,3.0,811.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0399482933386432,0.12195972447733423
2026-07-31,call,789.0,4.94,4.97,4.44,4.955,4.0,880.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0412680246753674,0.12180167320964273
2026-07-31,call,790.0,4.65,4.68,4.45,4.665,131.0,1327.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0425877560120915,0.12099831210202357
2026-07-31,call,791.0,4.41,4.44,4.49,4.425000000000001,3.0,301.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0439074873488157,0.1206393276810675
2026-07-31,call,792.0,4.2,4.22,3.29,4.21,1.0,13.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0452272186855398,0.12046736696717486
2026-07-31,call,793.0,3.97,3.99,3.57,3.98,84.0,490.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.046546950022264,0.12002336407273254
2026-07-31,call,794.0,3.76,3.79,3.58,3.775,30.0,1280.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.047866681358988,0.11977497246349325
2026-07-31,call,795.0,3.58,3.59,3.35,3.585,31.0,2348.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0491864126957124,0.1196144282537038
2026-07-31,call,796.0,3.36,3.38,2.8,3.37,1.0,36.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0505061440324366,0.11903942772411058
2026-07-31,call,797.0,3.17,3.2,2.51,3.185,22.0,62.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0518258753691607,0.11874071523471669
2026-07-31,call,798.0,3.0,3.03,2.64,3.015,20.0,21.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0531456067058849,0.11854140517997305
2026-07-31,call,799.0,2.83,2.86,2.67,2.845,30.0,168.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.054465338042609,0.11824381961442047
2026-07-31,call,800.0,2.68,2.7,2.65,2.6900000000000004,100.0,2743.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0557850693793331,0.11805670826680871
2026-07-31,call,805.0,1.99,2.01,1.93,2.0,29.0,1458.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.062383726062954,0.11693296581367935
2026-07-31,call,810.0,1.45,1.46,1.42,1.455,24.0,1037.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0689823827465748,0.11575901756504255
2026-07-31,call,815.0,1.05,1.07,1.01,1.06,12.0,1103.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0755810394301957,0.11518622124583099
2026-07-31,call,820.0,0.76,0.78,0.72,0.77,32.0,2793.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0821796961138166,0.11494568443629286
2026-07-31,call,825.0,0.55,0.57,0.51,0.56,1.0,8523.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0887783527974373,0.11503654070501221
2026-07-31,call,830.0,0.4,0.42,0.39,0.41,85.0,1374.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.0953770094810582,0.11548091194868645
2026-07-31,call,835.0,0.31,0.32,0.3,0.315,254.0,942.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.1019756661646791,0.11695353171912587
2026-07-31,call,840.0,0.23,0.24,0.23,0.235,15.0,507.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,1.1085743228482998,0.11791604730781029
2026-07-31,put,610.0,1.02,1.03,1.05,1.025,8.0,568.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8050361154017416,0.3034302308993355
2026-07-31,put,615.0,1.08,1.1,1.12,1.09,11.0,586.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8116347720853624,0.2971966561280242
2026-07-31,put,620.0,1.16,1.17,1.26,1.165,10.0,2205.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8182334287689832,0.29119912087312033
2026-07-31,put,621.0,1.17,1.18,1.29,1.1749999999999998,4.0,665.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8195531601057073,0.28974188480812385
2026-07-31,put,622.0,1.19,1.2,1.31,1.1949999999999998,50.0,82.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8208728914424316,0.2887267047772708
2026-07-31,put,623.0,1.2,1.21,1.36,1.205,82.0,247.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8221926227791557,0.28725488123458764
2026-07-31,put,624.0,1.22,1.23,1.48,1.225,20.0,248.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8235123541158799,0.28621451767321915
2026-07-31,put,625.0,1.23,1.25,1.34,1.24,16.0,3194.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.824832085452604,0.28494392052203044
2026-07-31,put,626.0,1.25,1.27,1.28,1.26,33.0,447.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8261518167893283,0.2838761818113708
2026-07-31,put,627.0,1.27,1.28,1.45,1.275,27.0,465.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8274715481260524,0.28258431325352334
2026-07-31,put,628.0,1.28,1.3,1.29,1.29,4.0,84.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8287912794627765,0.2812833177107745
2026-07-31,put,629.0,1.31,1.32,1.58,1.315,20.0,346.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8301110107995007,0.28038194199639754
2026-07-31,put,630.0,1.32,1.33,1.37,1.3250000000000002,34.0,151980.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8314307421362249,0.27885666133028825
2026-07-31,put,631.0,1.34,1.36,1.57,1.35,1.0,424.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8327504734729491,0.27792524025222043
2026-07-31,put,632.0,1.36,1.37,1.78,1.3650000000000002,1.0,205.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8340702048096732,0.27658226205621955
2026-07-31,put,633.0,1.38,1.39,1.45,1.3849999999999998,20.0,322.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8353899361463973,0.2754250727886228
2026-07-31,put,634.0,1.4,1.41,1.43,1.4049999999999998,11.0,748.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8367096674831216,0.2742548954392782
2026-07-31,put,635.0,1.42,1.43,1.45,1.4249999999999998,13.0,632.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8380293988198457,0.27307197054852406
2026-07-31,put,636.0,1.44,1.45,1.47,1.4449999999999998,10.0,244.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8393491301565699,0.27187652863138434
2026-07-31,put,637.0,1.46,1.47,1.49,1.465,70.0,613.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.840668861493294,0.27066879061220317
2026-07-31,put,638.0,1.48,1.5,1.52,1.49,10.0,129.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8419885928300183,0.2696306053684504
2026-07-31,put,639.0,1.5,1.52,1.75,1.51,8.0,279.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8433083241667424,0.26839662317423174
2026-07-31,put,640.0,1.52,1.53,1.65,1.525,32.0,1884.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8446280555034665,0.26697387395898803
2026-07-31,put,641.0,1.54,1.56,1.69,1.55,8.0,208.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8459477868401907,0.2658939259076588
2026-07-31,put,642.0,1.57,1.58,1.59,1.5750000000000002,2.0,58.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8472675181769149,0.26479807085465495
2026-07-31,put,643.0,1.59,1.61,1.89,1.6,4.0,69.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8485872495136391,0.2636866314147658
2026-07-31,put,644.0,1.61,1.62,1.88,1.6150000000000002,765.0,1011.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8499069808503632,0.26222404995309184
2026-07-31,put,645.0,1.64,1.65,2.02,1.645,4.0,16308.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8512267121870873,0.2612526985255719
2026-07-31,put,646.0,1.66,1.67,2.06,1.665,25.0,223.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8525464435238116,0.259934949945923
2026-07-31,put,647.0,1.69,1.71,2.06,1.7,10.0,304.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8538661748605357,0.25909099135178254
2026-07-31,put,648.0,1.71,1.73,1.96,1.72,97.0,590.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8551859061972599,0.25774696308135525
2026-07-31,put,649.0,1.74,1.75,1.78,1.745,23.0,337.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.856505637533984,0.25655009410423946
2026-07-31,put,650.0,1.77,1.78,1.86,1.775,147.0,7383.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8578253688707083,0.2554944037699296
2026-07-31,put,651.0,1.79,1.81,2.0,1.8,66.0,150.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8591451002074324,0.25426828943156643
2026-07-31,put,652.0,1.82,1.83,2.12,1.825,5.0,288.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8604648315441565,0.25302891315733755
2026-07-31,put,653.0,1.85,1.86,2.28,1.855,2.0,290.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8617845628808807,0.2519253649467261
2026-07-31,put,654.0,1.88,1.89,2.16,1.885,2.0,181.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8631042942176049,0.2508050374997993
2026-07-31,put,655.0,1.91,1.93,2.0,1.92,143.0,1719.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8644240255543291,0.2498128692248981
2026-07-31,put,656.0,1.94,1.95,2.25,1.945,1.0,293.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8657437568910532,0.24851529269217448
2026-07-31,put,657.0,1.97,1.99,2.31,1.98,11.0,206.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8670634882277773,0.24748721983078203
2026-07-31,put,658.0,2.0,2.01,2.08,2.005,4.0,128.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8683832195645016,0.24616202780248042
2026-07-31,put,659.0,2.04,2.05,2.16,2.045,1.0,664.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8697029509012257,0.2452362132191759
2026-07-31,put,660.0,2.06,2.08,2.11,2.0700000000000003,93.0,2028.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8710226822379499,0.2438826561867329
2026-07-31,put,661.0,2.1,2.11,2.47,2.105,4.0,287.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.872342413574674,0.24278455147485697
2026-07-31,put,662.0,2.13,2.15,2.47,2.14,11.0,68.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8736621449113983,0.24166828617751235
2026-07-31,put,663.0,2.17,2.18,2.43,2.175,2.0,176.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8749818762481224,0.2405341938246034
2026-07-31,put,664.0,2.2,2.22,2.62,2.21,1.0,566.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8763016075848465,0.23938259148101484
2026-07-31,put,665.0,2.24,2.26,2.42,2.25,2.0,2171.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8776213389215707,0.2383398576625174
2026-07-31,put,666.0,2.28,2.29,2.72,2.285,18.0,390.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8789410702582949,0.23715244047395537
2026-07-31,put,667.0,2.31,2.33,2.5,2.3200000000000003,2.0,287.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8802608015950191,0.23594840879413126
2026-07-31,put,668.0,2.35,2.37,2.51,2.3600000000000003,3.0,319.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8815805329317432,0.23484904308307059
2026-07-31,put,669.0,2.39,2.42,2.55,2.405,2.0,235.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8829002642684673,0.23384952775707132
2026-07-31,put,670.0,2.44,2.46,2.53,2.45,83.0,3746.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8842199956051916,0.23282759233276754
2026-07-31,put,671.0,2.49,2.5,2.56,2.495,1.0,455.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8855397269419157,0.2317836941537438
2026-07-31,put,672.0,2.53,2.54,2.75,2.535,1.0,374.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8868594582786399,0.23060416762877234
2026-07-31,put,673.0,2.57,2.58,2.8,2.575,26.0,160.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.888179189615364,0.22940664970399888
2026-07-31,put,674.0,2.61,2.64,3.33,2.625,1.0,316.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8894989209520882,0.2284135195251524
2026-07-31,put,675.0,2.66,2.68,2.76,2.67,249.0,8470.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8908186522888124,0.22728739407136772
2026-07-31,put,676.0,2.71,2.73,3.01,2.72,2.0,345.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8921383836255365,0.2262490774600072
2026-07-31,put,677.0,2.76,2.78,2.9,2.77,2.0,177.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8934581149622607,0.22518801356804957
2026-07-31,put,678.0,2.81,2.82,2.82,2.815,20.0,281.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8947778462989848,0.22399980432669597
2026-07-31,put,679.0,2.85,2.87,3.63,2.8600000000000003,1.0,257.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8960975776357091,0.222792521946189
2026-07-31,put,680.0,2.92,2.94,2.95,2.93,151.0,7005.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8974173089724332,0.22207606040944328
2026-07-31,put,681.0,2.96,2.98,3.04,2.97,2.0,20125.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.8987370403091574,0.22072438312691525
2026-07-31,put,682.0,3.02,3.04,3.08,3.03,5.0,18152.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.9000567716458815,0.21975358676027634
2026-07-31,put,683.0,3.07,3.1,3.17,3.085,10.0,240.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.9013765029826057,0.21865910492888113
2026-07-31,put,684.0,3.13,3.15,3.56,3.14,1.0,388.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.9026962343193299,0.217541788712211
2026-07-31,put,685.0,3.18,3.21,3.24,3.1950000000000003,6.0,1617.0,757.72998046875,2026-06-04T18:31:23+00:00,0.1563329845256215,0.904015965656054,0.2164020086309452
